DATE,GS30
2008-07-01,4.57
2008-08-01,4.50
2008-09-01,4.27
2008-10-01,4.17
2008-11-01,4.00
2008-12-01,2.87
2009-01-01,3.13
2009-02-01,3.59
2009-03-01,3.64
2009-04-01,3.76
2009-05-01,4.23
2009-06-01,4.52
2009-07-01,4.41
2009-08-01,4.37
2009-09-01,4.19
2009-10-01,4.19
2009-11-01,4.31
2009-12-01,4.49
2010-01-01,4.60
2010-02-01,4.62
2010-03-01,4.64
2010-04-01,4.69
2010-05-01,4.29
2010-06-01,4.13
2010-07-01,3.99
2010-08-01,3.80
2010-09-01,3.77
2010-10-01,3.87
2010-11-01,4.19
2010-12-01,4.42
2011-01-01,4.52
2011-02-01,4.65
2011-03-01,4.51
2011-04-01,4.50
2011-05-01,4.29
2011-06-01,4.23
2011-07-01,4.27
2011-08-01,3.65
2011-09-01,3.18
2011-10-01,3.13
2011-11-01,3.02
2011-12-01,2.98
2012-01-01,3.03
2012-02-01,3.11
2012-03-01,3.28
2012-04-01,3.18
2012-05-01,2.93
2012-06-01,2.70
2012-07-01,2.59
2012-08-01,2.77
2012-09-01,2.88
2012-10-01,2.90
2012-11-01,2.80
2012-12-01,2.88
2013-01-01,3.08
2013-02-01,3.17
2013-03-01,3.16
2013-04-01,2.93
2013-05-01,3.11
2013-06-01,3.40
2013-07-01,3.61
2013-08-01,3.76
2013-09-01,3.79
2013-10-01,3.68
2013-11-01,3.80
2013-12-01,3.89
2014-01-01,3.77
2014-02-01,3.66
2014-03-01,3.62
2014-04-01,3.52
2014-05-01,3.39
2014-06-01,3.42
2014-07-01,3.33
2014-08-01,3.20
2014-09-01,3.26
2014-10-01,3.04
2014-11-01,3.04
2014-12-01,2.83
2015-01-01,2.46
2015-02-01,2.57
2015-03-01,2.63
2015-04-01,2.59
2015-05-01,2.96
2015-06-01,3.11
2015-07-01,3.07
2015-08-01,2.86
2015-09-01,2.95
2015-10-01,2.89
2015-11-01,3.03
2015-12-01,2.97
2016-01-01,2.86
2016-02-01,2.62
2016-03-01,2.68
2016-04-01,2.62
2016-05-01,2.63
2016-06-01,2.45
2016-07-01,2.23
2016-08-01,2.26
2016-09-01,2.35
2016-10-01,2.50
2016-11-01,2.86
2016-12-01,3.11
2017-01-01,3.02
2017-02-01,3.03
2017-03-01,3.08
2017-04-01,2.94
2017-05-01,2.96
2017-06-01,2.80
2017-07-01,2.88
2017-08-01,2.80
2017-09-01,2.78
2017-10-01,2.88
2017-11-01,2.80
2017-12-01,2.77
2018-01-01,2.88
2018-02-01,3.13
2018-03-01,3.09
2018-04-01,3.07
2018-05-01,3.13
2018-06-01,3.05
2018-07-01,3.01
2018-08-01,3.04
2018-09-01,3.15
2018-10-01,3.34
2018-11-01,3.36
2018-12-01,3.10
2019-01-01,3.04
2019-02-01,3.02
2019-03-01,2.98
2019-04-01,2.94
2019-05-01,2.82
2019-06-01,2.57
2019-07-01,2.57
2019-08-01,2.12
2019-09-01,2.16
2019-10-01,2.19
2019-11-01,2.28
2019-12-01,2.30
2020-01-01,2.22
2020-02-01,1.97
2020-03-01,1.46
2020-04-01,1.27
2020-05-01,1.38
2020-06-01,1.49
2020-07-01,1.31
2020-08-01,1.36
2020-09-01,1.42
2020-10-01,1.57
2020-11-01,1.62
2020-12-01,1.67
2021-01-01,1.82
2021-02-01,2.04
2021-03-01,2.34
2021-04-01,2.30
2021-05-01,2.32
2021-06-01,2.16
2021-07-01,1.94
2021-08-01,1.92
2021-09-01,1.94
2021-10-01,2.06
2021-11-01,1.94
2021-12-01,1.85
2022-01-01,2.10
2022-02-01,2.25
2022-03-01,2.41
2022-04-01,2.81
2022-05-01,3.07
2022-06-01,3.25
2022-07-01,3.10
2022-08-01,3.13
2022-09-01,3.56
2022-10-01,4.04
2022-11-01,4.00
2022-12-01,3.66
2023-01-01,3.66
2023-02-01,3.80
2023-03-01,3.77
2023-04-01,3.68
